,id,other,date,hashtag,user,tweet
0,4,3,Mon May 11 03:17:40 UTC 2009,kindle2,tpryan,"['stellargirl', 'loooooooovvvvvveee', 'kindle2', 'dx', 'cool', '2', 'fantastic', 'right']"
1,4,4,Mon May 11 03:18:03 UTC 2009,kindle2,vcu451,"['reading', 'kindle2', 'love', 'lee', 'childs', 'good', 'read']"
2,4,5,Mon May 11 03:18:54 UTC 2009,kindle2,chadfu,"['ok', 'first', 'assesment', 'kindle2', 'fucking', 'rocks']"
3,4,6,Mon May 11 03:19:04 UTC 2009,kindle2,SIX15,"['kenburbary', 'youll', 'love', 'kindle2', 'ive', 'mine', 'few', 'months', 'never', 'looked', 'back', 'new', 'big', 'one', 'huge', 'need', 'remorse']"
4,4,7,Mon May 11 03:21:41 UTC 2009,kindle2,yamarama,"['mikefish', 'fair', 'enough', 'kindle2', 'think', 'perfect']"
5,4,8,Mon May 11 03:22:00 UTC 2009,kindle2,GeorgeVHulme,"['richardebaker', 'big', 'im', 'quite', 'happy', 'kindle2']"
6,0,9,Mon May 11 03:22:30 UTC 2009,aig,Seth937,"['fuck', 'economy', 'hate', 'aig', 'non', 'loan', 'given', 'asses']"
7,4,10,Mon May 11 03:26:10 UTC 2009,jquery,dcostalis,"['jquery', 'new', 'best', 'friend']"
8,4,11,Mon May 11 03:27:15 UTC 2009,twitter,PJ_King,"['loves', 'twitter']"
9,4,12,Mon May 11 03:29:20 UTC 2009,obama,mandanicole,"['love', 'obama', 'makes', 'jokes', 'himself']"
10,2,13,Mon May 11 03:32:42 UTC 2009,obama,jpeb,"['check', 'video', 'out', 'president', 'obama', 'white', 'house', 'correspondents', 'dinner', 'httpbitlyimxum']"
11,0,14,Mon May 11 03:32:48 UTC 2009,obama,kylesellers,"['karoli', 'firmly', 'believe', 'obamapelosi', 'zero', 'desire', 'civil', 'charade', 'slogan', 'want', 'destroy', 'conservatism']"
12,4,15,Mon May 11 03:33:38 UTC 2009,obama,theviewfans,"['house', 'correspondents', 'dinner', 'last', 'night', 'whoopi', 'barbara', 'amp', 'sherri', 'went', 'obama', 'standing', 'ovation']"
13,4,16,Mon May 11 05:05:58 UTC 2009,nike,MumsFP,"['watchin', 'espnjus', 'seen', 'new', 'nike', 'commerical', 'puppet', 'lebronsht', 'hilariouslmao']"
14,0,17,Mon May 11 05:06:22 UTC 2009,nike,vincentx24x,"['nike', 'stop', 'flywire', 'shit', 'waste', 'science', 'ugly', 'love', 'vincentx24x']"
15,4,18,Mon May 11 05:20:15 UTC 2009,lebron,cameronwylie,"['lebron', 'best', 'athlete', 'generation', 'time', 'basketball', 'related', 'dont', 'want', 'intersport', 'debates', '__12']"
16,0,19,Mon May 11 05:20:28 UTC 2009,lebron,luv8242,"['talking', 'guy', 'last', 'night', 'telling', 'die', 'hard', 'spurs', 'fan', 'told', 'hates', 'lebron', 'james']"
17,4,20,Mon May 11 05:21:04 UTC 2009,lebron,mtgillikin,"['love', 'lebron', 'httpbitlypdhur']"
18,0,21,Mon May 11 05:21:37 UTC 2009,lebron,ursecretdezire,"['ludajuice', 'lebron', 'beast', 'im', 'still', 'cheering', '4', 'atil', 'end']"
19,4,22,Mon May 11 05:21:45 UTC 2009,lebron,Native_01,"['pmillzz', 'lebron', 'boss']"
20,4,23,Mon May 11 05:22:03 UTC 2009,lebron,princezzcutz,"['sketchbug', 'lebron', 'hometown', 'hero', 'lol', 'love', 'lakers', 'lets', 'go', 'cavs', 'lol']"
21,4,24,Mon May 11 05:22:12 UTC 2009,lebron,peterlikewhat,"['lebron', 'zydrunas', 'such', 'awesome', 'duo']"
22,4,25,Mon May 11 05:22:37 UTC 2009,lebron,emceet,"['wordwhizkid', 'lebron', 'beast', 'nobody', 'nba', 'comes', 'even', 'close']"
23,4,26,Mon May 11 06:02:24 UTC 2009,iphone app,CocoSavanna,"['downloading', 'apps', 'iphone', 'much', 'fun', 'literally', 'app', 'anything']"
24,4,33,Mon May 11 19:47:29 UTC 2009,visa,DreambigRadio,"['good', 'news', 'call', 'visa', 'office', 'saying', 'everything', 'finewhat', 'relief', 'sick', 'scams', 'out', 'stealing']"
25,4,34,Mon May 11 19:49:21 UTC 2009,fredwilson,andrewwatson,"['httptwurlnlepkr4b', 'awesome', 'come', 'back', 'biz', 'via', 'fredwilson']"
26,4,35,Mon May 11 19:50:07 UTC 2009,fredwilson,fredwilson,"['montreal', 'long', 'weekend', 'rampr', 'much', 'needed']"
27,4,46,Thu May 14 02:58:07 UTC 2009,"""booz allen""",JoeSchueller,"['booz', 'allen', 'hamilton', 'bad', 'ass', 'homegrown', 'social', 'collaboration', 'platform', 'way', 'cool', 'ttiv']"
28,4,47,Thu May 14 02:58:23 UTC 2009,"""booz allen""",scottabel,"['mluc09', 'customer', 'innovation', 'award', 'winner', 'booz', 'allen', 'hamilton', 'httppingfmc2hpp']"
29,4,49,Thu May 14 05:24:50 UTC 2009,40d,JustMe_D,"['sochi2', 'current', 'use', 'nikon', 'd90', 'love', 'much', 'canon', '40d50d', 'chose', 'd90', 'video', 'feature', 'mistake']"
30,2,50,Thu May 14 05:25:04 UTC 2009,40d,hiteshbagai,"['need', 'suggestions', 'good', 'ir', 'filter', 'canon', '40d', 'pls', 'dm']"
31,2,117,Sat May 16 16:18:36 UTC 2009,google,Annimallover,"['surfit', 'checked', 'google', 'business', 'blip', 'shows', 'up', 'second', 'entry', 'huh', 'good', 'ba', 'httpblipfm6emhv']"
32,4,118,Sat May 16 16:19:04 UTC 2009,google,J_Holl,"['phyreman9', 'google', 'always', 'good', 'place', 'look', 'shouldve', 'mentioned', 'worked', 'mustang', 'w', 'dad', 'kimblet']"
33,0,119,Sat May 16 16:19:24 UTC 2009,google,vamsmack,"['played', 'android', 'google', 'phone', 'slide', 'out', 'screen', 'scares', 'break', 'fucker', 'fast', 'still', 'prefer', 'iphone']"
34,0,120,Sat May 16 16:25:41 UTC 2009,aig,schroncd,"['planning', 'resume', 'military', 'tribunals', 'guantanamo', 'bay', 'time', 'those', 'trial', 'aig', 'execs', 'chrysler', 'debt', 'holders']"
35,0,121,Sat May 16 22:42:07 UTC 2009,itchy,MarissaLeeD,"['omg', 'bored', 'amp', 'tattoooos', 'itchy', 'help', 'aha']"
36,0,122,Sat May 16 22:42:25 UTC 2009,itchy,robloposky,"['im', 'itchy', 'miserable']"
37,0,123,Sat May 16 22:42:44 UTC 2009,itchy,EdwinLValencia,"['sekseemess', 'im', 'itchy', 'now', 'maybe', 'later', 'lol']"
38,4,124,Sat May 16 23:48:15 UTC 2009,stanford,imusicmash,"['rt', 'jessverr', 'love', 'nerdy', 'stanford', 'human', 'biology', 'videos', 'makes', 'miss', 'school', 'httpbitly13t7nr']"
39,4,125,Sat May 16 23:58:34 UTC 2009,lyx,drewloewe,"['spinuzzi', 'bit', 'crazy', 'steep', 'learning', 'curve', 'lyx', 'really', 'good', 'long', 'docs', 'anything', 'shorter', 'insane']"
40,4,131,Sun May 17 15:05:03 UTC 2009,Danny Gokey,VickyTigger,"['im', 'listening', 'pyt', 'danny', 'gokey', 'lt3', 'lt3', 'lt3', 'aww', 'hes', 'amazing', 'lt3', 'much']"
41,4,132,Sun May 17 17:27:45 UTC 2009,sleep,babblyabbie,"['going', 'sleep', 'bike', 'ride']"
42,0,133,Sun May 17 17:27:49 UTC 2009,sleep,kisjoaquin,"['cant', 'sleep', 'tooth', 'aching']"
43,0,134,Sun May 17 17:28:02 UTC 2009,sleep,Whacktackular,"['blah', 'blah', 'blah', 'same', 'old', 'same', 'old', 'plans', 'today', 'going', 'back', 'sleep', 'guess']"
44,0,135,Sun May 17 17:29:50 UTC 2009,san francisco,Adrigonzo,"['glad', 'didnt', 'bay', 'breakers', 'today', '1000', 'freaking', 'degrees', 'san', 'francisco', 'wtf']"
45,2,136,Sun May 17 17:30:19 UTC 2009,san francisco,sulu34,"['san', 'francisco', 'bay', 'breakers']"
46,2,137,Sun May 17 17:30:23 UTC 2009,san francisco,schuyler,"['landed', 'san', 'francisco']"
47,2,138,Sun May 17 17:30:56 UTC 2009,san francisco,MattBragoni,"['san', 'francisco', 'today', 'suggestions']"
48,0,139,Sun May 17 17:32:00 UTC 2009,aig,KennyTRoland,"['obama', 'administration', 'stop', 'bonuses', 'aig', 'ponzi', 'schemers', 'httpbitly2cuig']"
49,0,140,Sun May 17 17:32:30 UTC 2009,aig,aMild,"['started', 'think', 'citi', 'really', 'deep', 'sampt', 'gonna', 'survive', 'turmoil', 'gonna', 'next', 'aig']"
50,0,141,Sun May 17 17:32:36 UTC 2009,aig,Trazor1,"['shaunwoo', 'haten', 'aig']"
51,4,142,Sun May 17 17:35:17 UTC 2009,star trek,mimknits,"['yarnthing', 'regret', 'going', 'see', 'star', 'trek', 'awesome']"
52,2,143,Sun May 17 17:35:28 UTC 2009,star trek,GeeRen,"['way', 'see', 'star', 'trek', 'esquire']"
53,2,144,Sun May 17 17:35:45 UTC 2009,star trek,checkyesjess,"['going', 'see', 'star', 'trek', 'soon', 'dad']"
54,0,145,Mon May 18 01:13:27 UTC 2009,Malcolm Gladwell,renano,"['annoying', 'new', 'trend', 'internets', 'people', 'picking', 'apart', 'michael', 'lewis', 'malcolm', 'gladwell', 'nobody', 'read']"
55,2,146,Mon May 18 01:14:41 UTC 2009,Malcolm Gladwell,kottkedotorg,"['bill', 'simmons', 'conversation', 'malcolm', 'gladwell', 'httpbitlyj9o50']"
56,4,147,Mon May 18 01:14:47 UTC 2009,Malcolm Gladwell,davidm89,"['highly', 'recommend', 'httptinyurlcomhowdavidbeatsgoliath', 'malcolm', 'gladwell']"
57,4,148,Mon May 18 01:15:17 UTC 2009,Malcolm Gladwell,livreal,"['blink', 'malcolm', 'gladwell', 'amazing', 'book', 'tipping', 'point']"
58,4,149,Mon May 18 01:16:12 UTC 2009,Malcolm Gladwell,mikearosso,"['malcolm', 'gladwell', 'new', 'man', 'crush']"
59,0,150,Mon May 18 01:18:03 UTC 2009,espn,wendy93639,"['omg', 'commercials', 'alone', 'espn', 'going', 'drive', 'nuts']"
60,4,151,Mon May 18 03:11:06 UTC 2009,"""twitter api""",ClayFranklin,"['robmalon', 'playing', 'twitter', 'api', 'sounds', 'fun', 'need', 'take', 'class', 'find', 'new', 'friend', 'generate', 'results', 'api', 'code']"
61,2,152,Mon May 18 03:11:58 UTC 2009,"""twitter api""",cURLTesting,"['playing', 'curl', 'twitter', 'api']"
62,4,153,Mon May 18 03:12:13 UTC 2009,"""twitter api""",ringerdrop,"['hello', 'twitter', 'api']"
63,2,154,Mon May 18 03:12:18 UTC 2009,"""twitter api""",danserfaty,"['playing', 'java', 'twitter', 'api']"
64,0,155,Mon May 18 03:12:40 UTC 2009,"""twitter api""",raykolbe,"['morind45', 'because', 'twitter', 'api', 'slow', 'clients', 'arent', 'good']"
65,0,156,Mon May 18 03:13:03 UTC 2009,yahoo,CarolineVilas,"['yahoo', 'answers', 'butt', 'sometimes']"
66,4,157,Mon May 18 05:07:16 UTC 2009,scrapbooking,rachelbegins,"['scrapbooking', 'nic', 'd']"
67,4,172,Tue May 19 16:20:46 UTC 2009,wolfram alpha,leedscentlib,"['rt', 'mashable', 'five', 'things', 'wolfram', 'alpha', 'better', 'vastly', 'different', 'google', 'httpbitly6nsnr']"
68,4,173,Wed May 20 02:37:09 UTC 2009,nike,sportsgirl505,"['changed', 'default', 'pic', 'nike', 'basketball', 'cause', 'bball', 'awesome']"
69,2,174,Wed May 20 02:38:27 UTC 2009,nike,MatrixSystems,"['nike', 'owns', 'nba', 'playoffs', 'ads', 'w', 'lebron', 'kobe', 'carmelo', 'httpowly7uiy', 'adidas', 'billups', 'howard', 'marketing', 'branding']"
70,2,175,Wed May 20 02:38:45 UTC 2009,nike,cadburysgirl,"['next', 'time', 'ill', 'call', 'myself', 'nike']"
71,2,176,Wed May 20 02:38:50 UTC 2009,nike,AddictedToFresh,"['new', 'blog', 'post', 'nike', 'sb', 'dunk', 'low', 'premium', 'white', 'gum', 'httptrimlott']"
72,0,177,Wed May 20 02:39:05 UTC 2009,nike,coreysmbpro,"['rt', 'smartchickpdx', 'told', 'nike', 'layoffs', 'started', 'today']"
73,4,178,Wed May 20 02:39:28 UTC 2009,nike,PRolivia,"['back', 'worked', 'nike', 'one', 'fav', 'word']"
74,4,179,Wed May 20 02:40:23 UTC 2009,nike,ErrantDreams,"['way', 'im', 'totally', 'inspired', 'freaky', 'nike', 'commercial', 'httpsnurlcomicgj9']"
75,2,192,Sat May 23 20:43:22 UTC 2009,weka,nikete,"['giving', 'weka', 'app', 'engine', 'interface', 'using', 'bird', 'strike', 'data', 'tests', 'logo', 'given']"
76,2,194,Sun May 24 16:18:48 UTC 2009,50d,bigdigit,"['brand', 'new', 'canon', 'eos', '50d', '15mp', 'dslr', 'camera', 'canon', '1785mm', 'lens', 'web', 'technology', 'thread', 'brand', 'new', 'canon', 'eos', '5', 'httpumavrevcom5a3t']"
77,4,195,Sun May 24 16:19:04 UTC 2009,50d,justinbettman,"['class', '50d', 'supposed', 'come', 'today']"
78,0,196,Sun May 24 20:48:14 UTC 2009,lambda calculus,read0,"['needs', 'someone', 'explain', 'lambda', 'calculus']"
79,0,197,Sun May 24 20:48:58 UTC 2009,lambda calculus,BAK3R,"['took', 'graduate', 'field', 'exam', 'computer', 'science', 'today', 'nothing', 'makes', 'feel', 'more', 'idiot', 'lambda', 'calculus']"
80,4,198,Sun May 24 20:49:52 UTC 2009,east palo alto,SLICKSPIT,"['shout', 'outs', 'east', 'palo', 'alto', 'being', 'buildin', 'karizmakaze', '50cal', 'gta', 'thanks', 'profits', 'doom', 'universal', 'hempz', 'cracka']"
81,0,199,Sun May 24 20:50:32 UTC 2009,east palo alto,ckwright,"['legalgeekery', 'yeahhhhhhhhh', 'wouldnt', 'really', 'lived', 'east', 'palo', 'alto', 'avoided', 'guess', 'summer']"
82,4,204,Mon May 25 17:15:01 UTC 2009,stanford,souleaterjh,"['accannis', 'edog1203', 'great', 'stanford', 'course', 'thanks', 'making', 'available', 'public', 'really', 'helpful', 'informative', 'starting']"
83,2,205,Mon May 25 17:15:24 UTC 2009,stanford,susangao,"['nvidia', 'names', 'stanfords', 'bill', 'dally', 'chief', 'scientist', 'vp', 'research', 'httpbitlyfvvg9']"
84,2,206,Mon May 25 17:15:43 UTC 2009,stanford,jimmy_chan2009,"['new', 'blog', 'post', 'harvard', 'versus', 'stanford', 'wins', 'httpbitlymcoco']"
85,4,207,Mon May 25 17:17:04 UTC 2009,lakers,a_fio,"['work', 'til', '6pm', 'lets', 'go', 'lakers']"
86,0,208,Mon May 25 17:18:29 UTC 2009,north korea,luvslikepi,"['damn', 'north', 'korea', 'httpbitlyktmeq']"
87,0,209,Mon May 25 17:19:05 UTC 2009,north korea,utsagrad123,"['go', 'ahead', 'blow', 'north', 'korea', 'map', 'already']"
88,0,210,Mon May 25 17:19:14 UTC 2009,north korea,stabotage,"['north', 'korea', 'please', 'cease', 'douchebaggery', 'china', 'doesnt', 'even', 'anymore', 'httpbitlynehsl']"
89,0,211,Mon May 25 17:21:08 UTC 2009,pelosi,zed01,"['hell', 'pelosi', 'freakin', 'china', 'whose', 'dime']"
90,0,212,Mon May 25 17:23:55 UTC 2009,bailout,funky_old_man,"['burning', 'more', 'cash', 'chrysler', 'gm', 'stop', 'financial', 'tsunami', 'bailout', 'means', 'taking', 'handout']"
91,0,213,Mon May 25 17:25:34 UTC 2009,insects,malcozer,"['insects', 'infected', 'spinach', 'plant']"
92,0,214,Mon May 25 17:26:50 UTC 2009,insects,AntoineTheReaL,"['wish', 'catch', 'mosquito', 'world', 'n', 'burn', 'em', 'slowlythey', 'bitin', 'shit', 'outta', '2daymosquitos', 'assholes', 'insects']"
93,0,215,Mon May 25 17:27:05 UTC 2009,insects,jonwolpert,"['back', 'church', 'totally', 'hate', 'insects']"
94,0,216,Mon May 25 17:28:50 UTC 2009,mcdonalds,jachshore,"['mcdonalds', 'goddam', 'those', 'eggs', 'make', 'sick', 'o', 'yeah', 'laker', 'up', 'date', 'go', 'lakers', 'much', 'update', 'well', 'true', 'suck']"
95,4,217,Mon May 25 17:29:39 UTC 2009,mcdonalds,MamiYessi,"['omgg', 'ohhdee', 'want', 'mcdonalds', 'damn', 'wonder', 'open', 'lol']"
96,0,218,Mon May 25 17:31:21 UTC 2009,exam,jvici0us,"['history', 'exam', 'studying', 'ugh']"
97,0,219,Mon May 25 17:31:43 UTC 2009,exam,enriquenieto,"['hate', 'revision', 'boring', 'totally', 'unprepared', 'exam', 'tomorrow', 'things', 'looking', 'good']"
98,0,220,Mon May 25 17:31:45 UTC 2009,exam,Drummermatt_182,"['higher', 'physics', 'exam', 'tommorow', 'lookin', 'forward', 'much']"
99,0,222,Mon May 25 17:32:11 UTC 2009,exam,filmcriticbeta,"['bank', 'holiday', 'im', 'out', 'work', 'now', 'exam', 'season', 'sucks']"
100,0,223,Mon May 25 17:34:40 UTC 2009,cheney,lvlocal,"['cheney', 'bush', 'real', 'culprits', 'httpfwixcomarticle939496']"
101,0,224,Mon May 25 17:34:51 UTC 2009,cheney,QCWofNC,"['lifes', 'bitch', 'dick', 'cheney', 'p2', 'bipart', 'tlot', 'tcot', 'hhrs', 'gop', 'dnc', 'httpisgddjyq']"
102,0,225,Mon May 25 17:35:23 UTC 2009,cheney,jepaco,"['dick', 'cheneys', 'dishonest', 'speech', 'torture', 'terror', 'obama', 'fred', 'kaplan', 'slate', 'httpisgddihg']"
103,0,226,Mon May 25 17:37:56 UTC 2009,republican,ImportantQuotes,"['republican', 'party', 'bunch', 'antiabortion', 'zealots', 'couldnt', 'draw', 'flies', 'dump', 'neal', 'boortz', 'now', 'radio']"
104,0,227,Mon May 25 17:46:06 UTC 2009,twitter api,fwhamm,"['twitters', 'connections', 'api', 'broken', 'tweets', 'didnt', 'make', 'twitter']"
105,0,228,Mon May 25 17:46:24 UTC 2009,twitter api,jos897,"['srsly', 'hate', 'stupid', 'twitter', 'api', 'timeout', 'thing', 'soooo', 'annoying']"
106,4,233,Wed May 27 00:34:21 UTC 2009,jquery book,jystewart,"['psychemedia', 'really', 'liked', 'kswedbergs', 'learning', 'jquery', 'book', 'httpbitlypg0lt', 'worth', 'look']"
107,2,234,Wed May 27 00:34:47 UTC 2009,jquery book,cfbloggers,"['jquery', 'ui', '16', 'book', 'review', 'httpcfbloggersorgc30631']"
108,4,235,Wed May 27 00:38:56 UTC 2009,goodby silverstein,CaerusMe,"['very', 'interesting', 'ad', 'adobe', 'goodby', 'silverstein', 'amp', 'partners', 'youtube', 'adobe', 'cs4', 'le', 'sens', 'propre', 'httpbitlyvprpt']"
109,4,236,Wed May 27 00:39:13 UTC 2009,goodby silverstein,HallandPartners,"['goodby', 'silverstein', 'agency', 'new', 'site', 'httpwwwgoodbysilversteincom', 'great']"
110,4,237,Wed May 27 00:39:21 UTC 2009,goodby silverstein,suedecrush,"['rt', 'designplay', 'goodby', 'silversteins', 'new', 'site', 'httpwwwgoodbysilversteincom', 'enjoy', 'nice', 'find']"
111,4,238,Wed May 27 00:41:13 UTC 2009,goodby silverstein,_imageworks,"['amazing', 'psyop', 'goodby', 'silverstein', 'amp', 'partners', 'hp', 'httpbitlyg2ru8', 'go', 'play', 'effects', 'now']"
112,4,239,Wed May 27 00:42:22 UTC 2009,wieden,dustinrowley,"['top', 'ten', 'watched', 'viralvideo', 'chart', 'love', 'nike', 'mostvaluablepuppets', 'campaign', 'wieden', 'amp', 'kennedy', 'httpbitlynr1n9']"
113,4,251,Wed May 27 23:49:47 UTC 2009,g2,xzela,"['zomg', 'g2']"
114,4,252,Wed May 27 23:49:59 UTC 2009,g2,mobiledreams,"['ok', 'lots', 'buzz', 'io2009', 'lucky', 'free', 'g2', 'httpisgdhyzl']"
115,4,253,Wed May 27 23:50:46 UTC 2009,g2,crashfaster,"['free', 'g2', 'android', 'google', 'io']"
116,4,254,Wed May 27 23:51:30 UTC 2009,g2,dragonal,"['guess', 'ill', 'retiring', 'g1', 'start', 'using', 'developer', 'g2', 'woot', 'googleio']"
117,2,255,Wed May 27 23:56:56 UTC 2009,googleio,mastooo,"['gwt', 'fireside', 'chat', 'googleio']"
118,4,256,Wed May 27 23:59:18 UTC 2009,googleio,maex242,"['happy', 'philip', 'being', 'googleio', 'today']"
119,4,317,Sat May 30 17:46:39 UTC 2009,lakers,specs20,"['lakers', 'played', 'great', 'wait', 'thursday', 'night', 'lakers', 'vs']"
120,2,328,Sun May 31 06:51:14 UTC 2009,viral marketing,BrandKarma,"['hi', 'anyone', 'great', 'source', 'advice', 'viral', 'marketing', 'httplinkgsytz8']"
121,4,329,Sun May 31 06:51:30 UTC 2009,viral marketing,mattcad,"['judd', 'apatow', 'creates', 'fake', 'sitcom', 'nbccom', 'market', 'new', 'movie', 'viral', 'marketing', 'best', 'httpisgdk0yk']"
122,2,330,Sun May 31 06:51:34 UTC 2009,viral marketing,grahamgrimshaw,"['heres', 'case', 'study', 'use', 'viral', 'marketing', 'add', 'over', '10000', 'people', 'list', 'httpsniprcomi50oz']"
123,0,331,Sun May 31 06:51:44 UTC 2009,viral marketing,nicoleisms,"['viral', 'marketing', 'fail', 'acia', 'pills', 'brand', 'oughta', 'shut', 'down', 'hacking', 'peoples', 'messengers', '56', 'msgs', 'day', 'arrrgh']"
124,4,388,Tue Jun 02 02:54:09 UTC 2009,"""night at the museum""",Cristinellaa,"['watching', 'night', 'museum', 'lmao']"
125,4,389,Tue Jun 02 02:54:12 UTC 2009,"""night at the museum""",MzJill,"['loved', 'night', 'museum']"
